Date,Open,High,Low,Close,Adj Close,Volume
2018-09-24,542.9500122070312,553.0,540.2750244140625,548.1500244140625,479.93170166015625,4432578
2018-09-25,551.0,562.5250244140625,547.1500244140625,558.1749877929688,488.70892333984375,5664544
2018-09-26,560.0499877929688,560.4249877929688,542.5750122070312,545.0750122070312,477.2392883300781,2870394
2018-09-27,546.9749755859375,552.2249755859375,544.25,546.0999755859375,478.13677978515625,5731064
2018-09-28,546.0499877929688,549.875,542.75,543.9000244140625,476.2106018066406,4445086
2018-10-01,542.5999755859375,550.5,540.5,549.2000122070312,480.8509826660156,3406600
2018-10-03,549.9500122070312,550.8499755859375,536.9000244140625,545.6500244140625,477.7427673339844,4730720
2018-10-04,542.4249877929688,546.4249877929688,530.5,538.5499877929688,471.5263671875,3891118
2018-10-05,536.0,549.0,535.0499877929688,542.0,474.5470275878906,2895914
2018-10-08,535.0,542.2750244140625,524.0,536.0499877929688,469.3376159667969,2311830
2018-10-09,533.25,539.5250244140625,521.7249755859375,534.2000122070312,467.7178039550781,2694524
2018-10-10,529.5,531.5250244140625,519.2750244140625,525.9000244140625,460.4507141113281,4523678
2018-10-11,512.75,512.75,499.0,504.5,441.7140197753906,6266576
2018-10-12,501.6499938964844,503.5,487.25,492.57501220703125,431.2731018066406,4651748
2018-10-15,490.0,503.07501220703125,490.0,501.4750061035156,439.0653991699219,3614908
2018-10-16,500.0,506.25,494.5249938964844,501.70001220703125,439.2624206542969,3003220
2018-10-17,503.5,518.0,503.5,512.125,448.3900146484375,3253970
2018-10-19,508.0,509.70001220703125,476.6499938964844,479.25,419.6063537597656,6869592
2018-10-22,482.0,493.95001220703125,478.57501220703125,490.0249938964844,429.04034423828125,3774108
2018-10-23,485.0,491.79998779296875,473.79998779296875,475.7749938964844,416.5638427734375,2948962
2018-10-24,487.5,495.2749938964844,472.8999938964844,490.3500061035156,429.3249816894531,8442982
2018-10-25,489.3999938964844,505.7250061035156,484.0,502.42498779296875,439.897216796875,6176258
2018-10-26,499.9750061035156,499.9750061035156,481.0,483.29998779296875,423.15240478515625,3615756
2018-10-29,482.6000061035156,495.9750061035156,476.875,492.82501220703125,431.49200439453125,2786080
2018-10-30,493.6499938964844,508.4750061035156,488.3500061035156,502.42498779296875,440.7916564941406,6121068
2018-10-31,502.6499938964844,532.8499755859375,501.0,527.7999877929688,463.05377197265625,6582228
2018-11-01,527.5,528.7249755859375,501.75,504.45001220703125,442.5682678222656,3946070
2018-11-02,508.0,514.75,497.57501220703125,502.29998779296875,440.6819763183594,5575206
2018-11-05,502.75,512.0750122070312,501.8999938964844,510.375,447.76641845703125,1938928
2018-11-06,511.375,521.0,506.79998779296875,514.4500122070312,451.34149169921875,2921884
2018-11-07,514.5,517.4249877929688,513.375,515.7750244140625,452.5039367675781,139254
2018-11-09,521.5,523.5,506.75,513.9500122070312,450.9028625488281,7343566
2018-11-12,516.2249755859375,529.5,516.0250244140625,518.4000244140625,454.8070068359375,4782454
2018-11-13,519.9249877929688,527.4249877929688,514.6749877929688,516.5999755859375,453.2276916503906,2737474
2018-11-14,515.5,515.7000122070312,481.5,498.54998779296875,437.3919372558594,3033632
2018-11-15,499.95001220703125,514.5,490.8999938964844,494.375,433.7291259765625,3582306
2018-11-16,498.5,518.9000244140625,496.875,511.1000061035156,448.40240478515625,6698234
2018-11-19,511.1000061035156,521.4000244140625,507.125,520.0499877929688,456.25457763671875,4180070
2018-11-20,517.5,517.5,501.6499938964844,504.4750061035156,442.5901794433594,2628564
2018-11-21,501.5249938964844,507.0,489.7749938964844,492.57501220703125,432.1500244140625,2503064
2018-11-22,494.0,501.0,487.70001220703125,489.5249938964844,429.4740905761719,3129880
2018-11-26,492.25,502.95001220703125,481.5,500.25,438.8833923339844,4758562
2018-11-27,499.3500061035156,514.5,496.5,511.57501220703125,448.8192138671875,4103018
2018-11-28,511.6000061035156,523.875,506.17498779296875,521.5499877929688,457.570556640625,2460574
2018-11-29,521.6500244140625,522.6749877929688,504.25,506.7250061035156,444.56414794921875,3260512
2018-11-30,509.0,513.1500244140625,502.125,507.5,445.2441101074219,4219388
2018-12-03,510.54998779296875,512.8499755859375,502.3500061035156,509.1000061035156,446.6478271484375,2908898
2018-12-04,509.04998779296875,521.5,508.5249938964844,518.125,454.565673828125,2836286
2018-12-05,518.2249755859375,529.0,511.0,525.5250244140625,461.0579528808594,3873412
2018-12-06,524.6749877929688,532.75,504.5,506.25,444.1474304199219,4051262
2018-12-07,500.0,500.0,467.2250061035156,480.9750061035156,421.97296142578125,21093670
2018-12-10,479.9750061035156,485.3500061035156,468.54998779296875,471.0,413.2215270996094,6182964
2018-12-11,470.5,482.57501220703125,465.3500061035156,478.42498779296875,419.7357482910156,5605848
2018-12-12,482.5,487.0,471.6499938964844,485.625,426.05255126953125,3653708
2018-12-13,485.0249938964844,491.2749938964844,481.7250061035156,489.0249938964844,429.03546142578125,2756644
2018-12-14,483.0,484.3999938964844,475.0,480.6000061035156,421.6439514160156,4611032
2018-12-17,482.54998779296875,487.0,476.95001220703125,485.82501220703125,426.2279357910156,2792580
2018-12-18,484.9750061035156,494.3999938964844,479.70001220703125,492.6000061035156,432.1718444824219,3874502
2018-12-19,490.0,491.79998779296875,477.0,478.57501220703125,419.8673400878906,6117266
2018-12-20,474.1499938964844,482.3500061035156,474.0,479.75,420.89825439453125,4527954
2018-12-21,478.5249938964844,482.0,472.5,477.2250061035156,418.6830139160156,10439250
2018-12-24,477.5,477.95001220703125,467.57501220703125,468.92498779296875,411.4011535644531,2941564
2018-12-26,469.0,473.8500061035156,465.5,471.3999938964844,413.572509765625,2434064
2018-12-27,474.5,480.0,471.32501220703125,474.3999938964844,416.2044677734375,5096808
2018-12-28,476.04998779296875,481.5,475.0,479.17498779296875,420.39373779296875,1556666
2018-12-31,481.2250061035156,483.29998779296875,477.79998779296875,482.17498779296875,423.0257568359375,1437004
2019-01-01,481.0,482.5,476.42498779296875,479.92498779296875,421.0517578125,717468
2019-01-02,479.5,481.0,469.57501220703125,473.17498779296875,415.1297302246094,2270096
2019-01-03,475.0,480.0,472.5,474.17498779296875,416.0071105957031,2809224
2019-01-04,473.0,475.2749938964844,462.5,466.17498779296875,408.98846435546875,3077278
2019-01-07,469.95001220703125,475.0,467.95001220703125,470.7749938964844,413.0242004394531,2344752
2019-01-08,474.0,474.0,466.54998779296875,472.57501220703125,414.6033935546875,3031576
2019-01-09,473.5,474.2749938964844,466.1499938964844,469.20001220703125,411.6424255371094,2471720
2019-01-10,471.5,471.5,466.0,467.92498779296875,410.5237731933594,1832096
2019-01-11,467.5,470.5,460.0,470.0249938964844,412.3661804199219,4331368
2019-01-14,470.5,472.0,464.0,468.6000061035156,411.1160583496094,1956808
2019-01-15,464.5,477.95001220703125,464.5,473.8500061035156,415.7219543457031,3693892
2019-01-16,474.0,477.1000061035156,468.375,469.125,411.5765686035156,1701242
2019-01-17,467.54998779296875,478.5,466.54998779296875,477.3500061035156,418.7926025390625,3690234
2019-01-18,474.29998779296875,484.375,473.17498779296875,483.1499938964844,423.88116455078125,4685056
2019-01-21,484.5249938964844,490.75,481.0249938964844,482.875,423.639892578125,3265418
2019-01-22,481.0,482.2749938964844,468.5,470.375,412.6732482910156,4791592
2019-01-23,473.75,474.9750061035156,469.3500061035156,472.2250061035156,414.2962646484375,5641586
2019-01-24,472.45001220703125,476.8500061035156,469.625,473.2250061035156,415.1736755371094,2954782
2019-01-25,474.5,487.8500061035156,473.04998779296875,484.70001220703125,425.2409973144531,4310008
2019-01-28,486.5,490.0,481.95001220703125,488.8999938964844,428.92584228515625,3029930
2019-01-29,489.0,497.42498779296875,480.54998779296875,494.2250061035156,433.5975036621094,4733138
2019-01-30,509.0,517.5,500.75,509.20001220703125,446.7355651855469,14053348
2019-01-31,509.79998779296875,511.57501220703125,493.375,502.6000061035156,440.94525146484375,9058428
2019-02-01,505.29998779296875,525.0,505.25,521.9249877929688,457.8995361328125,6460222
2019-02-04,522.5,528.9000244140625,520.1500244140625,522.4000244140625,458.31634521484375,4133944
2019-02-05,523.25,527.5,520.75,523.875,460.4917907714844,2368564
2019-02-06,525.5,532.4749755859375,522.5499877929688,527.5999755859375,463.7661437988281,2331000
2019-02-07,528.0,538.9000244140625,528.0,531.4500122070312,467.15032958984375,3251088
2019-02-08,530.0,538.0,529.0250244140625,534.2249755859375,469.5895690917969,3733802
2019-02-11,534.0499877929688,542.0,531.5,539.6749877929688,474.3801574707031,3157886
2019-02-12,538.0,539.2000122070312,526.375,529.4000244140625,465.348388671875,2788882
2019-02-14,535.0,535.0,528.5250244140625,530.6500244140625,466.44720458984375,1970720
2019-02-15,533.0999755859375,533.6749877929688,520.75,528.625,464.6671142578125,2492120
2019-02-18,530.4000244140625,536.0,516.25,523.1500244140625,459.85455322265625,2550698
2019-02-19,524.0,525.5999755859375,518.1749877929688,519.5250244140625,456.6681823730469,1837440
2019-02-20,521.1749877929688,530.75,513.0,528.9749755859375,464.9747314453125,2558354
2019-02-21,530.0,530.75,521.2999877929688,526.7000122070312,462.97503662109375,2603154
2019-02-22,522.0999755859375,535.25,522.0,533.0750122070312,468.5787353515625,2844492
2019-02-25,535.2999877929688,542.5,531.4749755859375,541.125,475.6546936035156,2340940
2019-02-26,540.2999877929688,547.9749755859375,527.4749755859375,529.4249877929688,465.3703308105469,3726370
2019-02-27,530.0,533.0,519.0,530.1749877929688,466.02960205078125,3325110
